artist,title,album,nof_tracks,key,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,nof notes,%C,%C#,%D,%D#,%E,%F,%F#,%G,%G#,%A,%A#,%B,genre
David Bowie,Teenage Wildlife,Scary Monsters,8,G#/Fm,807,2527,1,2091,1,1346,592,194,3647,1,997,3,12207,6.610960924059965,20.70123699516671,0.008192020971573687,17.12951585156058,0.008192020971573687,11.026460227738182,4.849676415171623,1.5892520684852953,29.87630048332924,0.008192020971573687,8.167444908658966,0.02457606291472106,rock
unknown,unknown,unknown,3,E/C#m,0,80,53,4,1464,2,192,19,536,378,15,999,3742,0.0,2.1378941742383755,1.4163548904329237,0.10689470871191875,39.12346338856227,0.053447354355959376,5.130946018172101,0.507749866381614,14.323890967397112,10.101549973276324,0.4008551576696953,26.696953500801712,rock
David Bowie,The Man Who Sold The World,The Man Who Sold The World,7,C/Am,841,329,377,6,966,1661,0,715,0,1741,119,86,6841,12.293524338546996,4.80923841543634,5.510890220727964,0.08770647566145301,14.120742581493934,24.280076012278904,0.0,10.451688349656484,0.0,25.449495687764944,1.7395117672854847,1.257126151147493,rock
David Bowie,Rebel Rebel,Diamond Dogs,5,E/C#m,21,185,561,0,879,0,152,5,348,178,1,699,3029,0.6932981181908221,6.107626279300099,18.520964014526246,0.0,29.019478375701553,0.0,5.018157807857379,0.1650709805216243,11.488940244305052,5.876526906569825,0.033014196104324864,23.076923076923077,rock
Foo Fighters,A Matter of Time,Wasting Light,11,E/C#m,1498,1181,1497,186,2711,0,727,526,637,1462,4,1658,12087,12.393480598990651,9.770828162488625,12.385207247455945,1.538843385455448,22.42905601058989,0.0,6.014726565731778,4.351782907255729,5.270124927608174,12.09563994374121,0.03309340613882684,13.717216844543726,rock
Foo Fighters,Back & Forth,Wasting Light,10,C/Am,2144,80,830,163,409,985,577,1266,263,817,5,254,7793,27.511869626587966,1.026562299499551,10.650583857307842,2.091620685230335,5.248299756191454,12.63954831258822,7.40408058514051,16.245348389580393,3.3748235596047733,10.483767483639163,0.06416014371872193,3.259335300911074,rock
Foo Fighters,Better Off,Wasting Light,6,A#/Gm,166,329,481,567,357,915,410,531,44,138,2378,249,6565,2.5285605483625284,5.011424219345011,7.326732673267326,8.636709824828637,5.437928408225438,13.937547600913938,6.245239908606245,8.088347296268088,0.6702208682406703,2.102056359482102,36.22239146991622,3.792840822543793,rock
Foo Fighters,Let It Die,"Echoes, Silence, Patience & Grace",8,A#/Gm,546,0,490,336,46,414,15,1393,1,350,502,46,4139,13.191592172022226,0.0,11.838608359507127,8.117902875090602,1.111379560280261,10.002416042522349,0.362406378352259,33.65547233631312,0.024160425223483932,8.456148828219376,12.128533462188933,1.111379560280261,rock
Foo Fighters,Miss the Misery,Wasting Light,9,D/Bm,316,7,1118,48,1070,29,417,1095,0,515,5,663,5283,5.981449933749763,0.13250047321597577,21.162218436494413,0.9085746734809768,20.25364376301344,0.5489305318947568,7.893242475865986,20.726859738784782,0.0,9.748249100889646,0.09464319515426842,12.549687677455989,rock
unknown,unknown,unknown,5,E/C#m,0,677,4,623,2097,2,406,0,531,648,167,864,6019,0.0,11.247715567369996,0.06645622196378137,10.350556570858947,34.839674364512376,0.033228110981890685,6.745306529323808,0.0,8.822063465691976,10.76590795813258,2.774547266987872,14.354543944176774,rock
Foo Fighters,Something From Nothing,Sonic Highways,7,G/Em,94,242,916,40,1697,97,190,789,20,644,57,1179,5965,1.575859178541492,4.056999161777033,15.356244761106455,0.6705783738474435,28.449287510477788,1.6261525565800503,3.1852472757753563,13.227158424140823,0.3352891869237217,10.79631181894384,0.9555741827326069,19.765297569153397,rock
Foo Fighters,Walk,Wasting Light,7,E/C#m,64,329,1139,42,1976,203,580,80,186,1955,0,1341,7895,0.8106396453451552,4.167194426852438,14.426852438252059,0.5319822672577581,25.028499050031666,2.571247625079164,7.346421785940469,1.013299556681444,2.355921469284357,24.762507916402786,0.0,16.985433818872707,rock
Foo Fighters,What If I Do,In Your Honor,5,C/Am,1021,0,264,168,704,399,0,708,208,365,188,246,4271,23.90540856942168,0.0,6.181222196206977,3.9335050339498947,16.48325918988527,9.342074455631,0.0,16.576914071645984,4.870053851557012,8.54600796066495,4.401779442753454,5.759775228283774,rock
Foo Fighters,Friend of a Friend,In Your Honor (disc 2),2,A#/Gm,173,0,161,181,205,84,35,475,0,81,183,0,1578,10.963244613434728,0.0,10.202788339670468,11.4702154626109,12.991128010139416,5.323193916349809,2.2179974651457544,30.10139416983523,0.0,5.133079847908745,11.596958174904943,0.0,rock
Led Zeppelin,Fool In The Rain,In Through The Out Door,11,C/Am,1794,0,1228,0,1273,1164,0,1768,0,1102,2,983,9314,19.26132703457161,0.0,13.184453510843891,0.0,13.667597165557227,12.497315868584925,0.0,18.982177367403906,0.0,11.831651277646554,0.021473051320592657,10.55400472407129,rock
Led Zeppelin,"Good Times, Bad Times",Led Zeppelin I (1969),8,G/Em,12,332,480,122,646,16,369,115,108,644,15,541,3400,0.35294117647058826,9.76470588235294,14.117647058823529,3.5882352941176467,19.0,0.4705882352941176,10.852941176470589,3.3823529411764706,3.176470588235294,18.941176470588236,0.4411764705882353,15.911764705882353,rock
Porcupine Tree,Trains,In Absentia,11,G/Em,1456,168,4087,4,5865,600,121,3584,4,2499,8,1820,20216,7.202216066481995,0.8310249307479225,20.216660071230706,0.019786307874950535,29.01167392164622,2.96794618124258,0.5985358132172537,17.72853185595568,0.019786307874950535,12.361495844875346,0.03957261574990107,9.002770083102494,rock
Red Hot Chili Peppers,Californication,unknown,7,C/Am,1082,60,511,1,1089,760,126,287,16,1206,0,211,5349,20.228080014956067,1.1217049915872126,9.553187511684428,0.01869508319312021,20.35894559730791,14.20826322677136,2.3555804823331465,5.3654888764255,0.29912133108992334,22.546270330902974,0.0,3.944662553748364,rock
Richie kotzen,What is,What is...,7,C/Am,41,22,183,0,100,0,77,172,0,229,0,41,865,4.7398843930635834,2.5433526011560694,21.15606936416185,0.0,11.560693641618498,0.0,8.901734104046243,19.884393063583815,0.0,26.473988439306357,0.0,4.7398843930635834,rock
Porcupine Tree,She's moved on,Lightbulb Sun,6,G/Em,480,30,431,45,952,0,201,638,0,250,0,305,3332,14.405762304921968,0.900360144057623,12.93517406962785,1.3505402160864346,28.57142857142857,0.0,6.032412965186074,19.14765906362545,0.0,7.503001200480192,0.0,9.153661464585834,rock
Red Hot Chili Peppers,Meet Me at the Corner,I'm With You,4,D#/Cm,364,212,169,662,71,405,3,394,599,36,615,141,3671,9.915554344865159,5.774993189866522,4.603650231544538,18.033233451375647,1.9340779079269954,11.032416235358212,0.08172160174339417,10.732770362299101,16.31707981476437,0.98065922092073,16.752928357395806,3.8409152819395262,rock
unknown,unknown,unknown,1,C/Am,22,5,27,0,17,16,2,33,0,58,15,14,209,10.526315789473683,2.3923444976076556,12.918660287081341,0.0,8.133971291866029,7.655502392344498,0.9569377990430622,15.789473684210526,0.0,27.751196172248804,7.177033492822966,6.698564593301436,pop
unknown,unknown,unknown,7,A/F#m,0,335,728,0,433,0,481,358,2,802,23,235,3397,0.0,9.861642625846336,21.43067412422726,0.0,12.746541065646158,0.0,14.15955254636444,10.538710627023844,0.05887547836326171,23.60906682366794,0.6770680011775096,6.91786870768325,pop
John Mayer,Slow Dancing In A Burning  Room,Continuum,8,E/C#m,0,430,0,192,713,0,265,0,533,157,0,296,2586,0.0,16.627996906419177,0.0,7.424593967517401,27.57153905645785,0.0,10.247486465583913,0.0,20.610982211910287,6.071152358855375,0.0,11.446249033255993,pop
Lady Gaga,Poker Face,The Fame,6,B/G#m,0,64,33,722,210,0,702,0,1646,0,174,849,4400,0.0,1.4545454545454546,0.75,16.40909090909091,4.772727272727273,0.0,15.954545454545455,0.0,37.40909090909091,0.0,3.954545454545454,19.295454545454547,pop
unknown,unknown,unknown,5,G/Em,0,0,63,0,186,0,30,69,0,88,0,8,444,0.0,0.0,14.18918918918919,0.0,41.891891891891895,0.0,6.756756756756757,15.54054054054054,0.0,19.81981981981982,0.0,1.8018018018018018,pop
The Beatles,Come Together,Abbey Road,7,F/Dm,176,2,908,4,105,262,60,228,0,553,0,192,2490,7.068273092369477,0.08032128514056225,36.46586345381526,0.1606425702811245,4.216867469879518,10.522088353413654,2.4096385542168677,9.156626506024097,0.0,22.208835341365464,0.0,7.710843373493977,pop
The Beatles,Here Cpmes The Sun,Abbey Road,10,G/Em,77,461,750,29,812,14,353,327,159,775,0,578,4335,1.776239907727797,10.63437139561707,17.301038062283737,0.6689734717416378,18.731257208765857,0.32295271049596314,8.143021914648212,7.5432525951557095,3.667820069204152,17.87773933102653,0.0,13.333333333333334,pop
unknown,unknown,unknown,7,G/Em,269,0,358,0,744,12,28,560,0,274,0,446,2691,9.996283909327387,0.0,13.303604607952435,0.0,27.647714604236345,0.4459308807134894,1.0405053883314752,20.810107766629507,0.0,10.182088442958008,0.0,16.573764399851356,pop
The Beatles,Can't Buy Me Love,A Hard Day's Night,5,C/Am,909,0,137,123,854,308,0,410,0,284,239,196,3460,26.271676300578033,0.0,3.9595375722543356,3.554913294797688,24.68208092485549,8.901734104046243,0.0,11.849710982658959,0.0,8.208092485549132,6.907514450867051,5.664739884393064,pop
The Beatles,I Saw Her Standing There,Please Please Me,6,E/C#m,80,128,190,52,792,0,174,79,261,454,1,539,2750,2.909090909090909,4.654545454545454,6.909090909090909,1.890909090909091,28.799999999999997,0.0,6.327272727272727,2.8727272727272726,9.490909090909092,16.509090909090908,0.03636363636363636,19.6,pop
unknown,unknown,unknown,11,G/Em,225,72,1032,39,463,14,311,1036,0,473,6,858,4529,4.967984102450872,1.5897549127842792,22.786487083241333,0.8611172444248179,10.223007286376685,0.3091190108191654,6.866858026054317,22.874806800618238,0.0,10.443806579818943,0.1324795760653566,18.944579377345995,pop
The Beatles,Yellow Submarine,Revolver,1,F/Dm,231,0,180,0,126,355,0,310,0,236,209,0,1647,14.025500910746814,0.0,10.92896174863388,0.0,7.650273224043716,21.554341226472374,0.0,18.822100789313904,0.0,14.329083181542199,12.689738919247114,0.0,pop
The Beatles,Day Tripper,unknown,5,E/C#m,27,288,207,176,1239,33,714,105,443,228,102,812,4374,0.6172839506172839,6.584362139917696,4.732510288065844,4.023776863283037,28.32647462277092,0.7544581618655692,16.323731138545952,2.400548696844993,10.128029263831733,5.212620027434842,2.3319615912208507,18.56424325560128,pop
unknown,unknown,unknown,7,G/Em,861,322,755,17,1732,310,516,597,437,1233,0,891,7671,11.224090731325772,4.197627427975492,9.8422630687003,0.22161387042106637,22.57854256289923,4.041194107678269,6.726632772780603,7.78255768478686,5.696780080823882,16.073523660539696,0.0,11.61517403206883,pop
Beatles,Real Love,Anthology,10,E/C#m,106,272,16,265,1207,5,188,78,487,745,11,1139,4519,2.345651692852401,6.019030759017482,0.3540606328833813,5.864129232131003,26.70944899314007,0.11064394777605664,4.16021243637973,1.7260455853064838,10.776720513387918,16.48594821863244,0.24341668510732464,25.204691303385708,pop
Beatles,With A Little Help From My Friends,Sgt. Peppers,5,E/C#m,12,276,86,62,748,0,382,12,442,479,16,357,2872,0.4178272980501393,9.610027855153204,2.9944289693593316,2.1587743732590527,26.044568245125348,0.0,13.3008356545961,0.4178272980501393,15.389972144846798,16.678272980501394,0.5571030640668524,12.430362116991644,pop
The Beatles,You've Got To Hide Your Love Away,Help!,5,G/Em,548,0,702,0,371,69,90,1382,0,500,16,67,3745,14.632843791722298,0.0,18.744993324432578,0.0,9.906542056074766,1.8424566088117489,2.403204272363151,36.902536715620826,0.0,13.351134846461948,0.4272363150867824,1.7890520694259011,pop
The Beatles,Martha my dear,The Beatles 1968,11,F/Dm,397,9,251,211,60,494,1,319,216,369,374,26,2727,14.558122478914559,0.33003300330033003,9.204253758709205,7.737440410707737,2.2002200220022003,18.115144847818115,0.03667033370003667,11.697836450311698,7.920792079207921,13.531353135313532,13.714704803813715,0.9534286762009535,pop
The Beatles,Paperback Writer,Hey Jude,7,G/Em,218,6,866,0,154,140,0,1320,0,10,8,490,3212,6.787048567870485,0.18679950186799502,26.96139476961395,0.0,4.794520547945205,4.35865504358655,0.0,41.0958904109589,0.0,0.311332503113325,0.24906600249066002,15.255292652552926,pop
The Beatles,Paperback Writer,Hey Jude,7,G/Em,218,6,866,0,154,140,0,1320,0,10,8,490,3212,6.787048567870485,0.18679950186799502,26.96139476961395,0.0,4.794520547945205,4.35865504358655,0.0,41.0958904109589,0.0,0.311332503113325,0.24906600249066002,15.255292652552926,pop
The Beatles,This Boy,unknown,8,D/Bm,35,253,712,0,510,8,566,214,16,547,22,546,3429,1.020705745115194,7.378244386118402,20.764071157771944,0.0,14.873140857392825,0.23330417031204434,16.506270049577136,6.240886555847186,0.4666083406240887,15.95217264508603,0.6415864683581218,15.923009623797025,pop
The Beatles,Tomorrow Never Knows,Revolver,8,C/Am,1174,1,119,26,288,178,0,187,48,56,106,0,2183,53.77920293174531,0.04580852038479157,5.4512139257901975,1.1910215300045808,13.192853870819974,8.1539166284929,0.0,8.566193311956024,2.1988089784699953,2.565277141548328,4.855703160787907,0.0,pop
The Beatles,Drive My Car,Rubber Soul,7,G/Em,169,69,361,1,164,66,217,435,4,319,3,377,2185,7.7345537757437075,3.1578947368421053,16.52173913043478,0.045766590389016024,7.505720823798627,3.0205949656750573,9.931350114416476,19.908466819221967,0.1830663615560641,14.59954233409611,0.13729977116704806,17.25400457665904,pop
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Sgt. Pepper's Lonely Hearts Club Band,9,A#/Gm,346,72,322,14,465,152,28,540,2,271,156,132,2500,13.84,2.88,12.879999999999999,0.5599999999999999,18.6,6.08,1.1199999999999999,21.6,0.08,10.84,6.239999999999999,5.28,pop
The Beatles,And I Love Her,A Hard Day's Night,5,E/C#m,120,396,286,80,308,201,303,235,290,296,98,201,2814,4.264392324093817,14.072494669509595,10.163468372423596,2.8429282160625444,10.945273631840797,7.142857142857142,10.767590618336886,8.351101634683724,10.305614783226725,10.518834399431414,3.482587064676617,7.142857142857142,pop
The Beatles,From Me To You,Collection Of Beatles Oldies (But Goldies),7,C/Am,867,4,343,32,621,297,30,612,25,521,56,139,3547,24.443191429376938,0.11277135607555681,9.670143783478997,0.9021708486044545,17.507753030730193,8.373273188610094,0.845785170566676,17.25401747956019,0.7048209754722301,14.688469128841275,1.5787989850577955,3.918804623625599,pop
The Beatles,In My Life,Rubber Soul,9,A/F#m,0,234,222,0,280,16,146,104,72,363,0,178,1615,0.0,14.489164086687307,13.746130030959753,0.0,17.3374613003096,0.9907120743034057,9.040247678018575,6.439628482972136,4.458204334365325,22.476780185758514,0.0,11.021671826625386,pop
The Beatles,All My Loving,unknown,6,B/G#m,24,317,56,130,422,0,388,4,474,279,0,358,2452,0.9787928221859705,12.928221859706362,2.2838499184339316,5.30179445350734,17.210440456769984,0.0,15.823817292006526,0.1631321370309951,19.33115823817292,11.37846655791191,0.0,14.600326264274063,pop
The Beatles,The End,Abbey Road,9,C/Am,209,171,252,27,167,17,73,157,8,342,5,51,1479,14.131169709263016,11.561866125760648,17.038539553752535,1.8255578093306288,11.291413116970926,1.1494252873563218,4.935767410412441,10.61528059499662,0.5409060175794456,23.123732251521297,0.3380662609871535,3.4482758620689653,pop
The Beatles,It's All Too Much,Yellow Submarine,8,G/Em,325,0,1398,0,278,0,58,3554,0,360,30,1046,7049,4.610583061427153,0.0,19.832600368846645,0.0,3.9438218186976877,0.0,0.8228117463469995,50.41849907788338,0.0,5.107107391119308,0.4255922825932757,14.838984253085544,pop
The Beatles,Baby It's You,Please Please Me,6,G/Em,241,1,421,0,655,0,68,935,0,304,0,691,3316,7.267792521109771,0.030156815440289503,12.696019300361883,0.0,19.752714113389626,0.0,2.0506634499396865,28.196622436670687,0.0,9.16767189384801,0.0,20.838359469240046,pop
The Beatles,Octopus's Garden,Abbey Road,7,E/C#m,0,666,47,223,1080,0,417,5,636,440,1,768,4283,0.0,15.549848237216905,1.097361662386178,5.20663086621527,25.21597011440579,0.0,9.736166238617791,0.1167406023815083,14.849404622927853,10.27317300957273,0.023348120476301658,17.931356525799675,pop
unknown,unknown,unknown,6,A/F#m,0,214,87,59,239,0,285,189,55,358,50,325,1861,0.0,11.499193981730253,4.6749059645351965,3.1703385276732945,12.842557764642665,0.0,15.314347125201506,10.15583019881784,2.955400322407308,19.236969371305747,2.6867275658248255,17.463729177861364,pop
Rihanna,Unfaithful,unknown,8,A#/Gm,362,0,359,310,0,150,0,403,318,0,114,90,2106,17.188983855650523,0.0,17.04653371320038,14.719848053181387,0.0,7.122507122507122,0.0,19.1358024691358,15.0997150997151,0.0,5.413105413105413,4.273504273504273,pop
The Beatles,A Day In the Life,Sgt. Pepper's Lonely Hearts Club Band,10,G/Em,581,48,246,32,1231,97,231,606,47,176,36,869,4200,13.833333333333334,1.1428571428571428,5.857142857142858,0.7619047619047619,29.309523809523807,2.3095238095238098,5.5,14.428571428571429,1.119047619047619,4.190476190476191,0.8571428571428572,20.69047619047619,pop
unknown,unknown,unknown,7,C/Am,361,169,388,4,526,18,191,322,38,685,0,231,2933,12.308216842823049,5.762018411183089,13.228775997272418,0.13637913399249915,17.93385612001364,0.6137061029662462,6.512103648141834,10.978520286396181,1.295601772928742,23.35492669621548,0.0,7.875894988066825,pop
The Beatles,Bad Boy,Beatle VI,6,D#/Cm,759,1,49,201,161,260,1,608,28,141,104,63,2376,31.944444444444443,0.04208754208754208,2.0622895622895623,8.45959595959596,6.776094276094276,10.942760942760943,0.04208754208754208,25.589225589225588,1.1784511784511784,5.934343434343434,4.377104377104377,2.6515151515151514,pop
The Beatles,Chains,Please Please Me,3,A#/Gm,28,74,105,114,0,339,0,90,20,27,362,0,1159,2.4158757549611733,6.38481449525453,9.0595340811044,9.836065573770492,0.0,29.24935289042278,0.0,7.765314926660914,1.7256255392579811,2.3295944779982745,31.233822260569454,0.0,pop
The Beatles,Devil In Her Heart,With The Beatles,7,G/Em,502,27,644,104,409,86,145,918,3,501,3,308,3650,13.753424657534246,0.7397260273972602,17.643835616438356,2.8493150684931505,11.205479452054796,2.356164383561644,3.9726027397260277,25.150684931506852,0.08219178082191782,13.726027397260273,0.08219178082191782,8.438356164383562,pop
The Beatles,Do You Want To Know A Secret,Please Please Me,6,B/G#m,24,183,54,107,126,3,192,56,127,166,27,225,1290,1.8604651162790697,14.186046511627906,4.186046511627907,8.294573643410853,9.767441860465116,0.23255813953488372,14.883720930232558,4.341085271317829,9.844961240310077,12.868217054263567,2.0930232558139537,17.441860465116278,pop
unknown,unknown,unknown,6,A/F#m,3,195,238,18,471,0,60,428,42,537,0,334,2326,0.1289767841788478,8.383490971625108,10.232158211521925,0.7738607050730868,20.24935511607911,0.0,2.5795356835769563,18.400687876182285,1.8056749785038695,23.086844368013757,0.0,14.359415305245054,pop
The Beatles,Flying,Magical Mystery Tour,7,C/Am,268,0,65,17,117,127,11,145,2,75,8,47,882,30.385487528344672,0.0,7.369614512471655,1.9274376417233559,13.26530612244898,14.399092970521544,1.2471655328798186,16.439909297052154,0.22675736961451248,8.503401360544217,0.9070294784580499,5.328798185941043,pop
unknown,unknown,unknown,7,G/Em,559,1,291,3,443,365,3,1218,0,338,1,237,3459,16.160740098294305,0.028910089621277828,8.412836079791846,0.08673026886383348,12.807169702226076,10.552182711766408,0.08673026886383348,35.212489158716394,0.0,9.771610291991905,0.028910089621277828,6.851691240242845,pop
unknown,unknown,unknown,9,G/Em,894,0,338,13,697,492,17,912,131,449,33,285,4261,20.980990377845576,0.0,7.9324102323398265,0.30509270124383947,16.357662520535087,11.546585308613002,0.39896737854963626,21.403426425721662,3.0743956817648437,10.537432527575687,0.7744660877728232,6.688570758038019,pop
The Beatles,Honey Pie,The Beatles (1968),10,G/Em,176,117,401,149,393,27,124,517,60,207,67,341,2579,6.824350523458706,4.536642109344707,15.548662272198527,5.777433113609926,15.238464521132222,1.0469174098487786,4.808065141527724,20.046529662659946,2.3264831329972857,8.026366808840637,2.5979061651803024,13.22217913920124,pop
unknown,unknown,unknown,6,A/F#m,46,326,380,0,567,135,560,304,87,610,6,538,3559,1.2924978926664794,9.159876369766788,10.677156504636134,0.0,15.931441416128125,3.7932003371733636,15.734756954200618,8.541725203708907,2.4445068839561674,17.13964596796853,0.1685866816521495,15.116605788142737,pop
unknown,unknown,unknown,7,G/Em,124,108,184,3,646,82,69,268,0,260,67,183,1994,6.218655967903711,5.416248746238716,9.227683049147442,0.15045135406218654,32.39719157472417,4.112337011033099,3.460381143430291,13.440320962888666,0.0,13.039117352056168,3.3600802407221666,9.17753259779338,pop
The Beatles,She Loves You,unknown,7,G/Em,397,47,508,64,614,19,226,949,3,226,23,602,3678,10.793909733550842,1.277868406742795,13.811854268624252,1.7400761283306143,16.693855356171834,0.5165851005981512,6.1446438281674824,25.80206634040239,0.08156606851549755,6.1446438281674824,0.6253398586188146,16.367591082109843,pop
The Beatles,Blue Jay Way,Magical Mystery Tour,7,C/Am,599,0,22,63,206,31,119,267,0,116,12,175,1610,37.204968944099384,0.0,1.3664596273291925,3.91304347826087,12.79503105590062,1.9254658385093166,7.391304347826087,16.58385093167702,0.0,7.204968944099378,0.7453416149068323,10.869565217391305,pop
unknown,unknown,unknown,7,D#/Cm,69,64,3,208,0,60,0,128,120,0,123,0,775,8.903225806451614,8.258064516129032,0.3870967741935484,26.838709677419352,0.0,7.741935483870968,0.0,16.516129032258064,15.483870967741936,0.0,15.870967741935486,0.0,pop
unknown,unknown,unknown,7,D/Bm,183,120,645,4,325,133,245,483,12,424,82,269,2925,6.256410256410256,4.102564102564102,22.05128205128205,0.13675213675213677,11.11111111111111,4.547008547008547,8.376068376068375,16.512820512820515,0.41025641025641024,14.495726495726496,2.8034188034188037,9.196581196581196,pop
unknown,unknown,unknown,6,G/Em,476,33,986,0,416,141,158,1302,15,257,125,653,4562,10.4340201665936,0.7233669443226655,21.613327487943884,0.0,9.11880754055239,3.0907496711968436,3.463393248575186,28.540113985094255,0.3288031565103025,5.633494081543183,2.740026304252521,14.31389741341517,pop
unknown,unknown,unknown,6,B/G#m,59,48,82,96,160,8,190,66,48,114,8,240,1119,5.272564789991064,4.289544235924933,7.327971403038427,8.579088471849866,14.298480786416443,0.7149240393208222,16.979445933869528,5.898123324396782,4.289544235924933,10.187667560321715,0.7149240393208222,21.447721179624665,pop
The Beatles,Savoy Truffle,The Beatles (1968),10,G/Em,119,200,361,110,789,32,310,474,108,404,80,558,3545,3.3568406205923838,5.6417489421720735,10.183356840620593,3.1029619181946404,22.25669957686883,0.9026798307475317,8.744710860366714,13.370944992947814,3.0465444287729198,11.396332863187588,2.2566995768688294,15.740479548660085,pop
unknown,unknown,unknown,6,E/C#m,69,203,15,52,396,18,98,59,203,69,6,225,1413,4.8832271762208075,14.366595895258316,1.0615711252653928,3.680113234253362,28.02547770700637,1.2738853503184715,6.935598018400565,4.175513092710545,14.366595895258316,4.8832271762208075,0.42462845010615713,15.92356687898089,pop
unknown,unknown,unknown,6,F#/D#m,50,948,2,519,15,26,1412,59,249,5,506,410,4201,1.19019281123542,22.566055701023565,0.047607712449416806,12.35420138062366,0.35705784337062607,0.6189002618424185,33.61104498928826,1.4044275172577958,5.927160199952392,0.119019281123542,12.04475124970245,9.759581052130445,pop
unknown,unknown,unknown,5,G/Em,184,8,278,19,114,183,78,444,0,73,78,296,1755,10.484330484330485,0.4558404558404558,15.840455840455842,1.0826210826210827,6.495726495726497,10.427350427350428,4.444444444444445,25.299145299145298,0.0,4.15954415954416,4.444444444444445,16.866096866096868,pop
unknown,unknown,unknown,6,A/F#m,11,133,464,0,374,53,284,230,6,586,16,415,2572,0.4276827371695179,5.171073094867807,18.040435458786934,0.0,14.541213063763609,2.0606531881804044,11.04199066874028,8.942457231726284,0.23328149300155523,22.783825816485226,0.6220839813374806,16.1353032659409,pop
unknown,unknown,unknown,8,G/Em,302,76,281,15,399,117,81,281,30,332,0,193,2107,14.333175130517322,3.6070242050308496,13.336497389653537,0.7119126720455624,18.93687707641196,5.552918841955387,3.8443284290460373,13.336497389653537,1.4238253440911248,15.757000474608448,0.0,9.159943046986237,pop
Bon Jovi,Wanted Dead or Alive,Cross Road,3,F/Dm,297,0,827,0,239,169,117,692,0,341,0,119,2801,10.603355944305605,0.0,29.525169582292037,0.0,8.532666904676901,6.033559443056052,4.17707961442342,24.705462334880398,0.0,12.174223491610139,0.0,4.248482684755444,pop
Rick Astley,Never Gonna Give You Up,unknown,9,G#/Fm,716,704,224,438,0,435,114,0,1158,0,373,0,4162,17.203267659778952,16.91494473810668,5.382027871215762,10.523786641037962,0.0,10.451705910619895,2.7390677558865932,0.0,27.82316194137434,0.0,8.962037481979818,0.0,pop
Jackson 5,I want you back,unknown,5,G#/Fm,335,133,15,407,21,431,6,133,1396,1,214,24,3116,10.750962772785623,4.2682926829268295,0.4813863928112966,13.061617458279844,0.6739409499358151,13.831835686777922,0.19255455712451863,4.2682926829268295,44.801026957637994,0.03209242618741977,6.867779204107831,0.7702182284980745,pop
The Jacksons 5,I'll Be There,unknown,9,F/Dm,607,8,430,143,158,621,0,230,46,370,315,22,2950,20.576271186440678,0.2711864406779661,14.576271186440678,4.847457627118644,5.3559322033898304,21.05084745762712,0.0,7.796610169491526,1.5593220338983051,12.54237288135593,10.677966101694915,0.7457627118644068,pop
Rihanna,Take  A Bow,Good Girl Gone Bad,7,E/C#m,0,235,19,127,545,0,254,0,259,286,0,387,2112,0.0,11.12689393939394,0.8996212121212122,6.013257575757576,25.804924242424242,0.0,12.026515151515152,0.0,12.263257575757576,13.541666666666666,0.0,18.323863636363637,pop
unknown,unknown,unknown,2,A#/Gm,352,0,123,156,51,192,0,354,172,16,183,0,1599,22.013758599124454,0.0,7.6923076923076925,9.75609756097561,3.189493433395872,12.007504690431519,0.0,22.138836772983115,10.756722951844903,1.0006253908692933,11.44465290806754,0.0,pop
Rihanna,Don't Stop the Music,Good Girl Gone Bad,6,A/F#m,0,1175,484,0,857,0,1839,0,318,978,0,265,5916,0.0,19.861392832995268,8.181203515889115,0.0,14.486139283299526,0.0,31.085192697768765,0.0,5.37525354969574,16.531440162271803,0.0,4.479377958079784,pop
unknown,unknown,unknown,1,G/Em,322,0,184,0,347,234,0,272,32,274,0,137,1802,17.869034406215317,0.0,10.21087680355161,0.0,19.25638179800222,12.985571587125417,0.0,15.09433962264151,1.7758046614872365,15.205327413984463,0.0,7.602663706992232,pop
The Beatles,Magical Mystery Tour,Magical Mystery Tour,9,G/Em,49,156,316,86,850,30,247,361,246,773,14,599,3727,1.314730346122887,4.185672122350416,8.478669170914944,2.3074859136034345,22.80654682049906,0.8049369466058492,6.627314193721492,9.686074590823718,6.600482962167964,20.740541990877382,0.3756372417493963,16.071907700563457,pop
The Beatles,Not A Second Time,With The Beatles,7,D/Bm,159,30,529,0,666,0,243,767,0,421,0,784,3599,4.417893859405391,0.8335648791330925,14.698527368713531,0.0,18.505140316754655,0.0,6.75187552097805,21.311475409836063,0.0,11.6976938038344,0.0,21.783828841344818,pop
The Beatles,The Night Before,Help!,8,D/Bm,197,168,845,8,416,181,296,574,14,471,86,349,3605,5.464632454923717,4.660194174757281,23.43966712898752,0.2219140083217753,11.539528432732315,5.020804438280167,8.210818307905686,15.922330097087379,0.3883495145631068,13.065187239944521,2.3855755894590844,9.680998613037447,pop
Accept,Russian Roulette,Russian Roulette,6,A/F#m,0,536,26,72,658,0,907,7,302,218,0,480,3206,0.0,16.71865252651279,0.8109794135995009,2.245789145352464,20.52401746724891,0.0,28.290704928259515,0.21834061135371177,9.41983780411728,6.799750467872738,0.0,14.971927635683095,pop
